# German grocery-term -> Section dictionary (ADR-0012 / Phase 1).
# Format: term<TAB>CODE. '#' starts a comment. Keys are stored pre-normalized
# (lowercase, ß->ss); the loader re-normalizes as a safety net.
# Curated for coverage of common household vocabulary: base nouns, plurals,
# synonyms/regional variants, and high-value compound heads that the
# SectionClassifier's suffix-matching stage relies on for words not listed
# verbatim (e.g. "Vollkornbrot" resolves via the "brot" entry below).

# ---------------------------------------------------------------------------
# 1. OBST_GEMUESE — Obst & Gemüse
# ---------------------------------------------------------------------------
apfel	OBST_GEMUESE
äpfel	OBST_GEMUESE
birne	OBST_GEMUESE
birnen	OBST_GEMUESE
banane	OBST_GEMUESE
bananen	OBST_GEMUESE
orange	OBST_GEMUESE
orangen	OBST_GEMUESE
mandarine	OBST_GEMUESE
mandarinen	OBST_GEMUESE
clementine	OBST_GEMUESE
clementinen	OBST_GEMUESE
zitrone	OBST_GEMUESE
zitronen	OBST_GEMUESE
limette	OBST_GEMUESE
limetten	OBST_GEMUESE
traube	OBST_GEMUESE
trauben	OBST_GEMUESE
weintraube	OBST_GEMUESE
weintrauben	OBST_GEMUESE
erdbeere	OBST_GEMUESE
erdbeeren	OBST_GEMUESE
himbeere	OBST_GEMUESE
himbeeren	OBST_GEMUESE
blaubeere	OBST_GEMUESE
blaubeeren	OBST_GEMUESE
heidelbeere	OBST_GEMUESE
heidelbeeren	OBST_GEMUESE
brombeere	OBST_GEMUESE
brombeeren	OBST_GEMUESE
johannisbeere	OBST_GEMUESE
johannisbeeren	OBST_GEMUESE
stachelbeere	OBST_GEMUESE
stachelbeeren	OBST_GEMUESE
holunderbeere	OBST_GEMUESE
holunderbeeren	OBST_GEMUESE
preiselbeere	OBST_GEMUESE
preiselbeeren	OBST_GEMUESE
kirsche	OBST_GEMUESE
kirschen	OBST_GEMUESE
süsskirsche	OBST_GEMUESE
süsskirschen	OBST_GEMUESE
pflaume	OBST_GEMUESE
pflaumen	OBST_GEMUESE
zwetschge	OBST_GEMUESE
zwetschgen	OBST_GEMUESE
aprikose	OBST_GEMUESE
aprikosen	OBST_GEMUESE
pfirsich	OBST_GEMUESE
pfirsiche	OBST_GEMUESE
nektarine	OBST_GEMUESE
nektarinen	OBST_GEMUESE
ananas	OBST_GEMUESE
mango	OBST_GEMUESE
mangos	OBST_GEMUESE
kiwi	OBST_GEMUESE
kiwis	OBST_GEMUESE
papaya	OBST_GEMUESE
papayas	OBST_GEMUESE
granatapfel	OBST_GEMUESE
granatäpfel	OBST_GEMUESE
wassermelone	OBST_GEMUESE
wassermelonen	OBST_GEMUESE
honigmelone	OBST_GEMUESE
honigmelonen	OBST_GEMUESE
melone	OBST_GEMUESE
melonen	OBST_GEMUESE
avocado	OBST_GEMUESE
avocados	OBST_GEMUESE
feige	OBST_GEMUESE
feigen	OBST_GEMUESE
dattel	OBST_GEMUESE
datteln	OBST_GEMUESE
rhabarber	OBST_GEMUESE
kaki	OBST_GEMUESE
kakis	OBST_GEMUESE
litschi	OBST_GEMUESE
litschis	OBST_GEMUESE
physalis	OBST_GEMUESE
quitte	OBST_GEMUESE
quitten	OBST_GEMUESE
tomate	OBST_GEMUESE
tomaten	OBST_GEMUESE
kirschtomate	OBST_GEMUESE
kirschtomaten	OBST_GEMUESE
cherrytomate	OBST_GEMUESE
cherrytomaten	OBST_GEMUESE
gurke	OBST_GEMUESE
gurken	OBST_GEMUESE
salatgurke	OBST_GEMUESE
salatgurken	OBST_GEMUESE
minigurke	OBST_GEMUESE
minigurken	OBST_GEMUESE
zwiebel	OBST_GEMUESE
zwiebeln	OBST_GEMUESE
frühlingszwiebel	OBST_GEMUESE
frühlingszwiebeln	OBST_GEMUESE
schalotte	OBST_GEMUESE
schalotten	OBST_GEMUESE
knoblauch	OBST_GEMUESE
knoblauchzehe	OBST_GEMUESE
knoblauchzehen	OBST_GEMUESE
kartoffel	OBST_GEMUESE
kartoffeln	OBST_GEMUESE
süsskartoffel	OBST_GEMUESE
süsskartoffeln	OBST_GEMUESE
karotte	OBST_GEMUESE
karotten	OBST_GEMUESE
möhre	OBST_GEMUESE
möhren	OBST_GEMUESE
paprika	OBST_GEMUESE
paprikas	OBST_GEMUESE
peperoni	OBST_GEMUESE
peperonis	OBST_GEMUESE
chili	OBST_GEMUESE
chilis	OBST_GEMUESE
chilischote	OBST_GEMUESE
chilischoten	OBST_GEMUESE
aubergine	OBST_GEMUESE
auberginen	OBST_GEMUESE
zucchini	OBST_GEMUESE
zucchinis	OBST_GEMUESE
kürbis	OBST_GEMUESE
kürbisse	OBST_GEMUESE
hokkaido	OBST_GEMUESE
butternut	OBST_GEMUESE
blumenkohl	OBST_GEMUESE
brokkoli	OBST_GEMUESE
rosenkohl	OBST_GEMUESE
weisskohl	OBST_GEMUESE
rotkohl	OBST_GEMUESE
spitzkohl	OBST_GEMUESE
wirsing	OBST_GEMUESE
kohlrabi	OBST_GEMUESE
lauch	OBST_GEMUESE
porree	OBST_GEMUESE
sellerie	OBST_GEMUESE
staudensellerie	OBST_GEMUESE
knollensellerie	OBST_GEMUESE
fenchel	OBST_GEMUESE
spinat	OBST_GEMUESE
mangold	OBST_GEMUESE
feldsalat	OBST_GEMUESE
kopfsalat	OBST_GEMUESE
eisbergsalat	OBST_GEMUESE
rucola	OBST_GEMUESE
radicchio	OBST_GEMUESE
chicoree	OBST_GEMUESE
endivie	OBST_GEMUESE
endiviensalat	OBST_GEMUESE
romanasalat	OBST_GEMUESE
radieschen	OBST_GEMUESE
rettich	OBST_GEMUESE
spargel	OBST_GEMUESE
erbse	OBST_GEMUESE
erbsen	OBST_GEMUESE
zuckerschote	OBST_GEMUESE
zuckerschoten	OBST_GEMUESE
bohne	OBST_GEMUESE
bohnen	OBST_GEMUESE
maiskolben	OBST_GEMUESE
mais	OBST_GEMUESE
champignon	OBST_GEMUESE
champignons	OBST_GEMUESE
pilz	OBST_GEMUESE
pilze	OBST_GEMUESE
pfifferling	OBST_GEMUESE
pfifferlinge	OBST_GEMUESE
steinpilz	OBST_GEMUESE
steinpilze	OBST_GEMUESE
austernpilz	OBST_GEMUESE
austernpilze	OBST_GEMUESE
ingwer	OBST_GEMUESE
kräuter	OBST_GEMUESE
petersilie	OBST_GEMUESE
schnittlauch	OBST_GEMUESE
basilikum	OBST_GEMUESE
